40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;68;68;68;68;68;68;68;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;42;42;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;42;42;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;16;17;17;17;17;17;17;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;40;45;45;45;21;45;21;40;12;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;40;21;21;21;45;21;45;40;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;40;45;45;45;21;45;21;40;17;17;17;17;17;17;17;17;18;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;12;-1;-1;-1;40;21;21;21;45;21;45;45;21;21;45;21;45;21;21;45;40;-1;-1;-1;-1;-1;-1;-1;40
40;-1;-1;-1;-1;-1;-1;-1;40;45;45;45;21;45;21;21;45;21;21;45;21;45;69;45;40;-1;-1;-1;12;-1;-1;-1;40
45;17;17;17;17;17;17;17;40;21;21;21;45;21;45;45;21;45;69;45;45;21;21;45;40;17;17;17;17;17;17;17;69
21;45;21;45;21;45;21;45;21;45;45;45;21;45;21;21;45;21;21;45;21;45;45;21;45;21;45;21;45;21;45;21;45
45;21;45;21;45;21;45;21;45;21;21;69;45;21;45;45;21;45;45;21;45;45;21;45;21;45;21;45;21;45;21;45;21
